Entry No.,CPU Cores,Memory,Bandwidth,Hour1,Hour2,Day Start,Day End,Month Start,Month End,Year Start,Year End,Instances,,,,,
3949,2,2,1024,0.392499419,0.889906057,18.66840334,23.68881404,771,854,768789,455447,6,,,,,
3950,4,8,64,0.133730319,0.292622408,4.785120458,25.95560158,362,287,183427,119557,8,,,,,
3951,4,4,16,0.227462971,0.757196045,7.582694659,15.69066376,742,600,345250,477458,4,,,,,
3952,2,2,1024,0.275151676,0.30005985,19.0595962,21.67482712,520,224,174794,712056,6,,,,,
3953,4,8,32,0.399309721,0.152779092,8.808127212,9.82218603,660,284,81166,751974,2,,,,,
3954,2,8,32,0.269798845,0.788542956,21.01052089,3.210458636,194,581,135842,758058,8,,,,,
3955,4,2,64,0.385917053,0.661932982,7.133551143,16.63892959,49,334,634074,680292,6,,,,,
3956,4,16,32,0.085352353,0.669191354,19.69148335,16.54457108,377,780,751756,2297,6,,,,,
3957,4,8,64,0.308970977,0.103329876,10.19000248,23.64291976,705,284,638853,129547,4,,,,,
3958,2,8,16,0.173315511,0.607936312,11.38127142,26.41776329,679,484,43029,838245,8,,,,,
3959,2,8,32,0.154162635,0.509453607,4.057921872,13.29584856,189,130,100807,794469,4,,,,,
3960,8,2,128,0.152173327,0.583658395,6.253644677,12.3601162,619,965,813865,334126,8,,,,,
3961,4,8,128,0.386644767,0.748711201,6.826792054,23.89684513,471,925,764918,90079,4,,,,,
3962,2,2,128,0.186886317,0.533842273,18.16984501,29.12941045,76,96,633235,696238,6,,,,,
3963,4,16,64,0.382550178,0.645471056,19.84863149,3.029396509,301,615,610552,908556,4,,,,,
3964,8,2,1024,0.321810644,0.755946705,20.3379092,28.43447028,814,529,153499,738397,2,,,,,
3965,4,8,16,0.018766151,0.154302097,19.49080485,20.69989539,714,690,526178,182004,4,,,,,
3966,8,2,512,0.294195713,0.8152271,16.63039875,9.108575471,798,30,492806,801584,4,,,,,
3967,2,16,512,0.033657,0.597436528,5.261099665,28.32825273,511,815,823120,933858,6,,,,,
3968,8,16,32,0.221811445,0.288905256,20.27314879,26.23570007,38,77,37974,960270,4,,,,,
3969,8,8,32,0.337910277,0.638063347,1.266447406,18.4102474,763,225,740905,727424,6,,,,,
3970,2,8,256,0.134257023,0.234316215,5.350046474,16.94072157,246,784,510159,71427,6,,,,,
3971,4,16,16,0.247102146,0.64717662,2.055487787,27.4028454,905,955,28537,385035,2,,,,,
3972,2,2,512,0.301661027,0.213470153,20.3719138,4.268638835,781,371,478959,688690,2,,,,,
3973,4,2,16,0.057791343,0.218323087,15.68658887,27.17653435,751,366,197975,772682,2,,,,,
3974,4,4,16,0.361367218,0.359878095,13.69319441,26.23808079,570,886,355461,586966,4,,,,,
3975,4,16,32,0.184813224,0.666763351,2.775628546,26.85443591,107,898,363031,541182,2,,,,,
3976,2,2,64,0.169797397,0.465747549,21.39724928,25.76132096,266,793,309249,928115,8,,,,,
3977,4,2,32,0.214620475,0.835712697,1.696014869,1.923215011,251,69,356606,283203,2,,,,,
3978,2,2,512,0.104115229,0.289134817,19.93726505,29.96759734,484,794,28950,430781,2,,,,,
3979,4,4,16,0.019443016,0.443875926,6.951143866,15.7875243,59,310,186174,433822,2,,,,,
3980,8,16,1024,0.29432239,0.893623533,16.3522912,14.28826971,304,525,93462,834679,4,,,,,
3981,8,16,32,0.347424134,0.71838813,18.08750771,23.52992831,97,104,744431,921997,8,,,,,
3982,4,4,256,0.286093019,0.295210824,2.720159683,24.93425446,195,476,193886,56103,4,,,,,
3983,8,2,512,0.330762489,0.258816803,13.33505049,1.803154492,486,423,532861,166472,4,,,,,
3984,8,16,512,0.159482994,0.802771504,17.86352525,6.95210649,615,622,518997,38329,4,,,,,
3985,2,16,256,0.136686815,0.489328214,15.08122215,24.15736378,844,45,128244,528388,2,,,,,
3986,8,8,128,0.08213697,0.583960013,8.178061784,15.7430945,218,463,248581,759732,2,,,,,
3987,2,16,256,0.360799123,0.734197444,20.94246496,19.48281278,80,454,159385,506381,6,,,,,
3988,4,8,64,0.333392529,0.898389389,15.09792309,4.180646868,298,474,314064,776632,2,,,,,
3989,4,8,128,0.085402408,0.678444593,14.48825222,17.79695626,364,883,703688,681160,2,,,,,
3990,2,2,16,0.208676085,0.046645355,18.94161165,6.15987669,100,868,60335,681449,6,,,,,
3991,2,4,512,0.078116504,0.771277763,18.87149055,24.30520687,377,37,706688,949553,8,,,,,
3992,2,8,1024,0.197192089,0.567788943,15.52717401,3.304657253,640,881,223211,471617,6,,,,,
3993,2,2,128,0.258885059,0.202738282,10.30342013,27.84250236,883,428,164715,40012,6,,,,,
3994,8,2,64,0.065677684,0.257004524,15.57519936,1.091595308,522,598,813886,912697,8,,,,,
3995,4,2,16,0.0149532,0.849666893,12.3857178,18.11029568,435,337,357622,793384,6,,,,,
3996,2,16,128,0.172445198,0.526184857,10.56389289,29.8252189,677,741,467931,350694,8,,,,,
3997,2,2,32,0.345485661,0.551603054,19.39021582,2.312995993,277,252,241518,436834,6,,,,,
3998,4,16,32,0.383134771,0.528024381,14.52972356,23.00670534,756,913,522640,430367,4,,,,,
3999,4,2,16,0.024899546,0.516329422,8.429292265,20.76412851,149,813,256490,716173,2,,,,,
4000,8,4,128,0.327684344,0.736878157,3.318186048,22.06468205,395,382,777793,688598,2,,,,,
4001,4,16,1024,0.220777657,0.030135002,17.24833151,24.08352206,750,525,394386,683281,8,,,,,
4002,4,2,64,0.23247489,0.708148501,12.97284907,29.2493267,436,806,242149,119090,8,,,,,
4003,4,16,256,0.146347694,0.076492731,11.54816128,29.34743344,111,407,175289,830064,2,,,,,
4004,2,4,128,0.089426958,0.698240551,9.045769777,23.95540737,665,1033,315939,769389,4,,,,,
4005,8,8,16,0.08615591,0.088181649,8.858796675,20.01500658,433,398,685861,303146,2,,,,,
4006,2,2,1024,0.228304574,0.870576918,10.6573224,14.80415384,285,741,801100,142278,6,,,,,
4007,4,16,32,0.084383889,0.764477232,3.527603276,11.63742888,530,461,452898,321312,8,,,,,
4008,8,4,512,0.293369192,0.137826349,18.27162653,19.8673105,898,164,250107,98810,8,,,,,
4009,8,4,512,0.108606767,0.441137656,7.685093934,5.858126359,530,98,673561,584591,6,,,,,
4010,2,2,256,0.223728462,0.533619564,2.650326687,30.57592472,112,959,427287,955565,8,,,,,
4011,8,4,128,0.304513745,0.141904239,18.21127739,12.66502198,515,318,41380,221147,6,,,,,
4012,2,8,256,0.26340719,0.166314752,11.40844794,15.70522337,725,75,112422,548500,4,,,,,
4013,4,16,256,0.372334257,0.748987204,11.0615769,26.43812681,199,916,714850,297009,6,,,,,
4014,8,8,512,0.221015583,0.483092472,12.323622,22.92330951,394,523,17986,168746,6,,,,,
4015,4,2,256,0.198730711,0.321588029,4.184911667,7.475783831,653,1006,700320,207403,6,,,,,
4016,4,4,512,0.155779223,0.713669355,14.08049558,7.364792895,670,512,770529,859008,6,,,,,
4017,8,16,512,0.28438646,0.559383997,21.48461434,23.24012529,852,622,397708,371722,6,,,,,
4018,8,8,64,0.220642907,0.621493413,2.624992704,1.853578128,908,622,740142,186306,4,,,,,
4019,8,8,1024,0.084483949,0.191522235,6.655363553,8.561723387,631,185,515520,480208,2,,,,,
4020,2,16,64,0.270878207,0.75551172,8.835482422,7.082634651,627,778,321506,704919,8,,,,,
4021,2,16,1024,0.233874678,0.495617512,7.807002631,1.527538833,750,310,347303,544055,6,,,,,
4022,4,8,64,0.022858022,0.37385875,20.09944121,23.14119658,557,499,332458,470845,2,,,,,
4023,4,16,32,0.036013484,0.242915362,1.433773171,6.820784542,199,676,362249,221284,8,,,,,
4024,4,2,32,0.05922924,0.207526833,16.74012733,3.121423843,536,779,789532,312243,2,,,,,
4025,2,2,256,0.39570264,0.866011226,20.80946882,25.00062503,202,813,609508,261047,6,,,,,
4026,2,2,256,0.016943994,0.787535773,19.58378428,18.59571703,901,38,675413,914461,8,,,,,
4027,4,16,1024,0.281265823,0.108970861,12.88038158,22.13863879,237,243,614451,288184,4,,,,,
4028,4,16,32,0.149906852,0.647195781,14.59464232,12.35516111,175,92,571950,304833,8,,,,,
4029,2,4,64,0.383784654,0.48313307,4.841469734,17.66377843,526,727,112342,325391,4,,,,,
4030,4,2,128,0.264665888,0.164082898,5.80264743,21.53226083,127,199,375188,450665,2,,,,,
4031,2,16,1024,0.234581122,0.50136442,18.58454735,18.70303736,410,708,208861,769220,4,,,,,
4032,2,2,1024,0.191682893,0.740364412,7.084510777,10.62931456,47,587,777791,294053,6,,,,,
4033,8,16,16,0.07568652,0.548870122,13.04124635,17.4565575,410,620,228915,962355,6,,,,,
4034,8,4,1024,0.383269035,0.835521696,7.253646135,11.40984238,471,217,806226,703229,6,,,,,
4035,4,16,16,0.12002376,0.295188827,10.72723267,18.68802833,823,163,822463,585425,6,,,,,
4036,8,16,128,0.064653321,0.478329204,21.1155798,25.2396992,474,815,148395,152188,4,,,,,
4037,8,16,128,0.032036156,0.831726545,6.106610317,13.13117333,714,854,287835,401165,8,,,,,
4038,2,4,128,0.12228968,0.546217876,14.07205549,26.67431628,580,162,628717,590251,6,,,,,
4039,4,8,1024,0.284181592,0.720256761,1.970228302,22.62244634,92,584,133458,671101,8,,,,,
4040,2,4,1024,0.391421062,0.145067763,16.76361264,3.101162729,531,588,425961,526055,2,,,,,
4041,2,2,256,0.30474099,0.044636238,13.17235864,7.002534698,417,126,126399,225419,6,,,,,
4042,2,4,256,0.056023624,0.863847561,1.021233884,30.55717329,603,245,632610,573558,8,,,,,
4043,4,8,512,0.283866461,0.239280611,18.68439124,8.7132619,709,48,817589,652225,2,,,,,
4044,4,16,128,0.283300751,0.217435052,18.31979565,25.76486508,378,776,534756,38949,4,,,,,
4045,8,8,1024,0.349476325,0.072737609,10.12302411,19.44464451,556,253,195252,81383,6,,,,,
4046,4,4,256,0.277489058,0.143541137,11.8103044,12.54380704,122,984,120741,509779,6,,,,,
4047,8,8,32,0.370906287,0.29905437,16.64572935,12.84397091,828,992,268960,746561,4,,,,,
4048,2,4,256,0.016791255,0.077440687,7.596792728,1.206379704,509,486,620079,738549,6,,,,,
4049,4,4,1024,0.225588232,0.622153545,15.01372445,22.88845694,318,609,687320,475533,8,,,,,
4050,8,4,1024,0.040571726,0.866291362,19.19225055,30.26688107,282,721,452592,916463,4,,,,,
4051,2,4,32,0.281243846,0.839153251,8.791040332,17.32005315,844,294,504890,454820,2,,,,,
4052,4,16,16,0.38350109,0.80077406,18.06672798,19.50704049,74,674,787957,639810,6,,,,,
4053,4,8,64,0.346098291,0.127417817,5.182261605,27.23194594,174,811,439303,811930,2,,,,,
4054,8,8,32,0.240305225,0.484371452,16.07974706,24.79039891,153,715,365097,145748,2,,,,,
4055,4,8,128,0.139719145,0.48279239,5.673471312,9.515133962,607,50,434940,260679,4,,,,,
4056,4,2,256,0.110824205,0.836157714,4.911558687,22.84004452,804,817,403891,580543,2,,,,,
4057,2,16,64,0.156668261,0.631512899,19.12563388,14.86158623,328,910,665750,910478,4,,,,,
4058,4,16,1024,0.033099212,0.248792921,20.22785195,9.830631131,383,342,717599,179030,2,,,,,
4059,4,2,1024,0.072307165,0.167487396,11.42572489,17.647263,121,368,313778,70116,6,,,,,
4060,8,2,32,0.275907324,0.405830342,5.373802671,12.75195184,383,1040,127778,180360,8,,,,,
4061,2,16,1024,0.3965869,0.534182977,9.619470143,18.84313377,40,273,511781,412876,6,,,,,
4062,2,8,128,0.03897273,0.136350588,16.462418,6.97324359,910,858,137137,326805,2,,,,,
4063,2,4,16,0.038010654,0.161297602,18.53145972,24.89917172,760,436,701120,127036,4,,,,,
4064,2,4,512,0.104588416,0.853210027,4.999141996,9.658219249,150,622,372884,247755,6,,,,,
4065,4,4,64,0.061178603,0.396839063,10.88682522,2.975498582,814,471,190015,770497,4,,,,,
4066,2,4,512,0.207333482,0.263131571,14.15023533,9.723617448,105,455,703029,546298,4,,,,,
4067,8,8,128,0.272472649,0.816131992,11.5381803,10.50752944,247,746,774435,540242,8,,,,,
4068,4,2,512,0.215365589,0.435907954,17.1877797,6.885843776,377,87,26287,605276,2,,,,,
4069,8,8,16,0.223098182,0.639490787,6.447272057,7.152723749,383,183,734527,178389,2,,,,,
4070,4,4,64,0.322044144,0.119319422,18.03802943,12.16505693,522,794,755337,889303,8,,,,,
4071,4,2,16,0.34069456,0.085514995,2.050752685,26.78605235,244,934,766237,936169,8,,,,,
4072,4,16,1024,0.169283912,0.648280236,9.964679661,19.50136471,397,713,109204,566927,4,,,,,
4073,8,16,512,0.259324517,0.689734882,9.17131439,19.29441695,866,474,287232,500703,4,,,,,
4074,2,4,16,0.246146672,0.194269621,16.26726504,10.08919435,906,272,299840,697246,6,,,,,
4075,4,2,512,0.02159252,0.372740192,13.13883374,6.901243267,377,771,171121,361985,4,,,,,
4076,8,4,16,0.359713346,0.483016449,12.93161859,29.71617361,758,851,298739,382323,6,,,,,
4077,4,16,256,0.202161748,0.125016768,16.45510651,20.31076496,226,715,237036,460462,6,,,,,
4078,4,4,64,0.129677315,0.869362283,16.17346853,5.463601819,241,78,154413,669589,2,,,,,
4079,2,2,32,0.03670271,0.048994485,19.43914847,11.81424439,539,201,479337,78719,6,,,,,
4080,8,16,16,0.288242919,0.70899954,10.33271049,21.84738583,95,647,354059,876495,6,,,,,
4081,8,16,32,0.050082521,0.078082839,8.849903663,21.27362207,83,92,314862,318852,2,,,,,
4082,4,16,256,0.022146935,0.361690705,12.35094224,25.87795513,110,644,59285,768568,2,,,,,
4083,4,16,256,0.329525313,0.484828388,16.3715957,6.452484923,627,291,335934,822254,4,,,,,
4084,4,4,16,0.288093158,0.265183748,18.26670424,5.746863103,460,613,684225,650256,2,,,,,
4085,2,8,64,0.085380805,0.222861636,17.30791036,12.46370066,485,656,379087,176489,2,,,,,
4086,8,16,512,0.248351859,0.752037366,6.395855611,18.6019541,261,172,679383,547844,8,,,,,
4087,2,16,128,0.299380455,0.895036323,19.82248307,4.271170266,100,375,302739,389394,8,,,,,
4088,2,4,128,0.3485636,0.572354115,4.78453554,29.25676906,431,746,790599,555605,6,,,,,
4089,8,2,512,0.142282022,0.565767461,19.51651217,18.09094969,315,943,320017,263214,6,,,,,
4090,4,4,32,0.124019623,0.297675284,12.84827402,11.62078066,862,533,123614,986593,4,,,,,
4091,2,8,16,0.061893621,0.857752231,20.05553589,20.68454197,680,483,258981,959347,8,,,,,
4092,4,8,32,0.222193436,0.527110899,19.18285664,9.362686175,857,831,661854,824069,6,,,,,
4093,8,8,128,0.177130407,0.858423911,6.634984748,18.91126257,866,133,376257,339949,6,,,,,
4094,2,2,256,0.164260307,0.408363396,20.32214231,1.382984031,488,982,384393,156040,4,,,,,
4095,4,2,512,0.159827558,0.681322557,16.01266277,8.117960914,633,486,584375,173216,8,,,,,
4096,8,8,16,0.098610085,0.507770603,8.383812454,22.60619184,780,278,683580,76948,2,,,,,
4097,4,16,16,0.199783736,0.347008482,9.942646594,21.68334174,663,974,141538,953331,6,,,,,
4098,8,4,512,0.34786404,0.884123022,3.78825412,9.043864547,504,471,717837,640293,4,,,,,
4099,8,16,64,0.385012058,0.151136178,5.103177214,5.651601515,413,904,483100,353984,8,,,,,
4100,4,2,32,0.339593167,0.154850786,15.82023937,7.702087028,375,592,679821,809544,6,,,,,
4101,4,2,1024,0.258579213,0.258808366,9.289282773,2.827935604,121,1009,264460,561397,6,,,,,
4102,8,2,1024,0.32866689,0.345678064,20.87163915,22.82327144,554,875,665217,377950,2,,,,,
4103,4,8,512,0.338041355,0.061344525,13.3887958,5.824392583,41,813,540624,757865,6,,,,,
4104,4,8,32,0.130555571,0.764590558,13.89636728,27.1863247,236,908,71078,483733,8,,,,,
4105,4,4,32,0.147178282,0.726584838,17.49500063,24.36795026,836,470,633275,414258,4,,,,,
4106,4,2,128,0.021580563,0.252348767,7.314694054,25.92521685,723,776,488431,539880,8,,,,,
4107,8,4,16,0.176473088,0.296742644,15.47945324,7.538345308,712,239,445746,611473,6,,,,,
4108,4,2,32,0.310488888,0.562531812,5.257096084,5.491095725,867,142,298365,586789,2,,,,,
4109,8,4,32,0.175119916,0.436183536,11.39722403,23.93152089,177,317,716919,134164,6,,,,,
4110,8,8,16,0.262721372,0.405162475,1.616563898,18.32826409,724,105,57696,699626,2,,,,,
4111,2,4,16,0.153318738,0.819444866,3.822757783,13.32863237,641,628,44965,48710,4,,,,,
4112,2,4,256,0.280814058,0.348278458,19.42727514,23.97212717,425,211,423941,692539,8,,,,,
4113,2,8,16,0.12287884,0.582106697,11.28695511,11.87389973,473,789,815678,914860,6,,,,,
4114,2,8,256,0.241765652,0.253289706,10.16358773,14.32731364,460,285,187747,488249,2,,,,,
4115,4,8,64,0.142356247,0.875410187,18.34741127,8.655676423,83,110,147309,71042,6,,,,,
4116,4,16,256,0.023969128,0.895323891,16.07198344,20.69831058,99,69,13965,807215,8,,,,,
4117,8,2,16,0.392843513,0.223276219,16.66425672,27.73658602,435,144,453525,400905,4,,,,,
4118,4,4,64,0.114251483,0.741357189,21.02788138,20.94116147,812,508,177625,970991,6,,,,,
4119,4,8,16,0.024334295,0.587742843,3.136316199,2.505294686,296,396,800531,566528,8,,,,,
4120,2,2,256,0.070414974,0.836931571,3.464104781,29.70422136,491,166,815197,705563,8,,,,,
4121,8,2,16,0.347933394,0.631751887,11.76189526,8.784349152,306,851,17462,985100,8,,,,,
4122,2,4,64,0.09553087,0.337977929,17.89663122,25.83053011,716,50,691828,515125,2,,,,,
4123,2,16,512,0.033032302,0.655201857,10.93688532,11.21139588,276,466,323118,604618,8,,,,,
4124,4,8,256,0.27983444,0.2583753,11.98296607,6.147971851,263,673,415002,242721,2,,,,,
4125,2,16,128,0.140031357,0.510478697,2.858847819,24.9939036,518,804,138779,468347,6,,,,,
4126,2,16,256,0.123056322,0.291382019,20.28801289,11.42928956,550,412,664043,56206,2,,,,,
4127,8,16,64,0.303866073,0.437162793,17.33533236,8.192375652,844,1013,31252,452659,6,,,,,
4128,4,16,128,0.256864306,0.085491423,5.715157648,7.80593933,171,977,400494,282966,4,,,,,
4129,8,2,16,0.125709714,0.585458153,18.26502178,6.705769433,317,472,408749,729229,4,,,,,
4130,4,8,64,0.224181272,0.621829199,14.90904505,23.11302099,696,98,392888,101820,6,,,,,
4131,8,4,32,0.268251831,0.828164625,20.03795522,16.93088924,522,738,703978,334611,2,,,,,
4132,8,16,1024,0.317086889,0.313140751,4.392590164,23.09906112,401,655,511621,3288,2,,,,,
4133,8,2,512,0.131975861,0.132804352,20.59313966,19.04389482,92,729,101069,787097,8,,,,,
4134,4,16,256,0.251771665,0.425209972,7.674597859,14.24184376,447,296,407319,348720,8,,,,,
4135,4,2,32,0.205216592,0.209773828,13.32011319,8.245258853,607,353,365995,241410,2,,,,,
4136,4,2,128,0.347721235,0.289881259,18.46854619,19.2603838,398,298,353280,529507,6,,,,,
4137,2,16,16,0.121493831,0.714460874,12.59619742,28.9242178,666,245,449807,894035,8,,,,,
4138,8,8,256,0.032886856,0.650186346,18.84402956,7.253072402,775,307,134034,835267,6,,,,,
4139,8,2,1024,0.183354322,0.738627737,10.12974615,11.37990728,155,1014,555866,765963,6,,,,,
4140,4,16,32,0.022829181,0.54067315,12.65705685,26.54201048,61,306,443730,647991,2,,,,,
4141,2,4,1024,0.261097603,0.75305851,8.473330311,18.17858765,897,323,702553,414164,2,,,,,
4142,2,4,16,0.339852182,0.234580281,7.0710391,29.11123873,186,559,556453,735981,4,,,,,
4143,2,8,1024,0.187060806,0.54070565,10.16873067,26.49473621,303,921,283231,524871,2,,,,,
4144,4,2,512,0.261944727,0.343573578,15.09576634,18.45230878,89,233,183401,735314,8,,,,,
4145,4,4,256,0.035174924,0.71735765,13.9292088,16.4499134,211,52,676315,881592,4,,,,,
4146,2,4,64,0.131675316,0.076157848,9.097190492,25.92439455,900,664,576995,249816,6,,,,,
4147,4,2,16,0.293123899,0.244965261,9.348651274,4.877052557,262,396,785073,774539,8,,,,,
4148,2,8,128,0.074467776,0.857586036,7.199813018,11.26101501,225,232,59133,661706,2,,,,,
4149,4,16,512,0.226085495,0.485082526,5.654449127,30.48655345,894,588,399640,309930,4,,,,,
4150,4,8,1024,0.209781733,0.29877561,15.43931191,20.78211021,837,698,350619,217225,2,,,,,
4151,4,8,32,0.132882862,0.192876852,6.104265021,25.99279659,729,408,737234,510298,2,,,,,
4152,4,16,64,0.383790307,0.415916086,4.051774888,9.220470202,173,383,819610,816180,6,,,,,
4153,8,8,128,0.280139703,0.7602441,5.100126697,8.900741186,134,833,108901,569634,2,,,,,
4154,8,4,128,0.061139125,0.467990881,18.28328176,16.13422702,354,276,578763,700676,2,,,,,
4155,4,2,512,0.090577978,0.538195206,16.26355586,16.38748725,51,921,793258,325776,2,,,,,
4156,8,16,16,0.384947252,0.121684691,13.88759923,8.955202844,765,96,23572,391551,2,,,,,
4157,4,16,1024,0.176598459,0.752131229,20.02689418,2.071751187,183,928,362397,322366,8,,,,,
4158,2,8,32,0.015750738,0.226263233,3.020587155,4.496614876,167,118,436139,16188,4,,,,,
4159,4,8,1024,0.208735373,0.868162301,6.553117731,13.80777338,236,591,544789,942193,8,,,,,
4160,8,16,16,0.081112613,0.384864653,21.18534161,3.280994161,851,346,822120,96139,6,,,,,
4161,4,4,16,0.394935073,0.698489705,10.53755704,3.735307237,121,119,494742,778357,2,,,,,
4162,8,2,512,0.174985978,0.631804525,20.23964293,7.520038435,147,267,368330,673251,2,,,,,
4163,8,2,64,0.02589471,0.491452223,19.90975555,17.18739745,829,1022,56217,416815,4,,,,,
4164,4,4,1024,0.166909137,0.388478492,19.57020616,24.31483942,502,762,792871,844005,4,,,,,
4165,8,8,32,0.106684372,0.168349171,20.12818765,17.01249349,686,890,438380,342740,6,,,,,
4166,2,4,128,0.011351018,0.642091603,3.714114379,23.71213605,545,916,396105,463690,2,,,,,
4167,2,2,64,0.012574013,0.040507395,14.99772421,1.882220311,761,309,384961,603794,4,,,,,
4168,4,8,1024,0.030194395,0.222819306,11.0268494,2.615985864,373,219,786844,203104,4,,,,,
4169,2,4,64,0.052237024,0.20061165,18.2945716,14.74093229,293,161,445963,263398,2,,,,,
4170,2,4,16,0.196595919,0.883003373,20.00519311,9.646475775,429,509,652834,860639,2,,,,,
4171,2,4,64,0.397697613,0.633286841,5.063594971,22.2692101,326,481,807263,641676,6,,,,,
4172,8,16,32,0.071970564,0.329967299,1.204319709,27.31335596,754,785,458546,29183,6,,,,,
4173,2,8,1024,0.29928507,0.478123283,9.956582351,24.56211423,146,805,497088,420042,2,,,,,
4174,8,2,16,0.316184287,0.16930406,21.33696075,28.03757568,451,62,573954,813849,2,,,,,
4175,4,16,1024,0.16467554,0.624291773,16.88819828,11.51779941,890,79,794857,724957,8,,,,,
4176,4,16,256,0.281391276,0.03736543,20.1202927,26.83110302,587,116,778233,119621,2,,,,,
4177,8,8,16,0.010845943,0.119434607,19.74130956,27.5237207,52,112,187788,218799,2,,,,,
4178,2,4,1024,0.24642674,0.066615282,14.98824313,27.01472571,281,938,8280,638001,4,,,,,
4179,2,4,1024,0.347925619,0.092242098,15.44427922,8.593851604,775,448,75430,531913,4,,,,,
4180,4,4,64,0.306290097,0.712313145,9.021584297,19.84172013,763,471,544230,2106,8,,,,,
4181,8,16,512,0.366182256,0.706937121,8.974608162,15.29731314,725,914,694020,124394,6,,,,,
4182,4,8,64,0.322180488,0.232626373,14.39185624,5.969906503,284,510,93260,625909,2,,,,,
4183,2,16,64,0.297762242,0.134669173,12.55626545,14.96105981,202,904,407829,893600,4,,,,,
4184,8,2,64,0.363448319,0.672968953,15.15464933,23.42053087,770,507,680973,56873,2,,,,,
4185,4,16,128,0.219208358,0.569504354,5.543285464,4.52783007,371,215,422534,148435,8,,,,,
4186,4,4,512,0.201454133,0.705960234,2.291756151,2.202903131,887,419,172052,773879,8,,,,,
4187,8,4,512,0.157057303,0.212129894,4.291348059,26.55336782,614,464,147820,891665,4,,,,,
4188,2,16,128,0.190742745,0.349747212,11.55546505,10.73891869,190,75,793801,955512,2,,,,,
4189,4,2,32,0.067251772,0.489818361,4.289294875,19.93431696,587,563,145629,740858,8,,,,,
4190,4,16,128,0.361894439,0.316820885,6.848251766,22.28270462,584,134,4148,38617,2,,,,,
4191,2,8,16,0.205706307,0.219601953,4.642831128,28.57074594,648,717,92006,744609,4,,,,,
4192,4,2,1024,0.374592566,0.546384222,17.51735616,22.47008338,714,401,500065,330714,6,,,,,
4193,8,4,1024,0.325066232,0.667331942,13.80809213,25.53758521,676,511,500603,412538,6,,,,,
4194,2,4,64,0.38268675,0.061990524,12.03174232,28.7503346,481,227,653467,784137,8,,,,,
4195,8,16,16,0.381262909,0.829253653,12.50240044,13.76569167,905,158,42790,763902,8,,,,,
4196,8,4,32,0.317592241,0.898764443,5.222953909,3.710673794,758,894,55978,334285,8,,,,,
4197,8,16,64,0.382184723,0.337020913,2.520658047,13.52701031,654,451,336517,971461,4,,,,,
4198,2,8,16,0.312637356,0.828322735,4.076562026,3.140371538,784,114,600445,652728,2,,,,,
4199,4,16,128,0.188737024,0.444395446,13.65050061,2.948735237,165,809,401373,565946,2,,,,,
4200,8,16,16,0.123082607,0.421721301,21.22765177,26.76479484,440,846,148204,971570,6,,,,,
4201,4,4,16,0.079551666,0.651160527,9.224460679,16.43590574,224,449,37385,421818,2,,,,,
4202,4,2,64,0.119022713,0.86060634,7.47108541,26.27880848,235,888,731769,988220,2,,,,,
4203,2,16,64,0.11725181,0.674544427,20.14814781,14.50503021,117,312,789050,488875,4,,,,,
4204,2,4,128,0.08346985,0.539770355,3.594249228,21.9715487,577,34,10334,733691,6,,,,,
4205,4,2,512,0.169292472,0.197549394,11.83768236,4.585143788,459,353,287734,57570,4,,,,,
4206,8,4,1024,0.195893826,0.310017489,13.49538817,20.15019147,150,889,142062,13146,4,,,,,
4207,4,16,16,0.286315072,0.705105734,16.94482591,29.46163751,747,296,274609,779126,2,,,,,
4208,4,8,512,0.194551432,0.572713278,1.009111538,19.98500399,121,546,538399,952596,2,,,,,
4209,8,16,512,0.196394908,0.286075019,18.44510547,23.98565367,387,204,408138,177484,2,,,,,
4210,4,4,128,0.033154205,0.107810788,16.55703723,29.83774588,827,542,65733,629498,2,,,,,
4211,2,16,64,0.125619843,0.382435319,2.301269333,17.40409241,827,251,29522,291941,6,,,,,
4212,8,4,256,0.207110231,0.359441925,19.54820687,7.978072231,198,763,339720,182511,8,,,,,
4213,8,8,512,0.382527221,0.204859323,4.137393606,28.95366189,629,405,254029,513815,6,,,,,
4214,2,2,256,0.064811725,0.278630847,9.054831083,15.33843767,202,711,413229,68134,2,,,,,
4215,2,4,1024,0.221999067,0.264687309,3.424612031,22.68055676,133,508,808649,993936,2,,,,,
4216,4,2,1024,0.340226391,0.219242054,16.08432869,19.6425608,565,901,819245,911165,2,,,,,
4217,8,16,16,0.196509806,0.45962339,1.100088875,30.30341479,370,340,430162,962454,8,,,,,
4218,8,4,16,0.344769172,0.708954508,16.92738926,12.89067172,528,157,328588,652776,6,,,,,
4219,2,4,32,0.110570236,0.884121801,1.441760433,13.7327932,106,207,74931,983135,4,,,,,
4220,8,8,1024,0.161690882,0.80237195,17.34904657,26.00782698,832,763,248696,932395,8,,,,,
4221,8,4,64,0.20219489,0.399446848,15.24724452,1.325010514,116,324,568770,219883,2,,,,,
4222,8,4,128,0.321307713,0.196788024,1.089720775,30.45170019,292,39,306120,15379,2,,,,,
4223,8,4,512,0.283566031,0.210792937,3.61180141,15.72131787,659,951,805676,425246,4,,,,,
4224,8,8,256,0.041740434,0.04754872,1.514588214,21.82060441,757,924,641360,547770,8,,,,,
4225,2,8,256,0.161534182,0.42616531,6.904885685,29.56354597,304,547,197346,701139,6,,,,,
