Entry No.,CPU Cores,Memory,Bandwidth,Hour1,Hour2,Day Start,Day End,Month Start,Month End,Year Start,Year End,Instances,,,,,
2416,8,16,64,0.344766874,0.628301183,11.3303811,25.56807132,384,790,447088,562926,2,,,,,
2417,2,16,512,0.184736199,0.52060416,16.54500699,11.15843215,849,570,313021,971379,6,,,,,
2418,2,2,16,0.1578505,0.168873806,13.47156565,23.82532193,330,484,238267,549270,4,,,,,
2419,4,4,1024,0.083554782,0.508617601,16.9026951,28.5843275,909,993,643940,683331,2,,,,,
2420,8,16,128,0.317225721,0.066328214,18.47329595,9.88800452,723,31,102213,244590,2,,,,,
2421,8,16,1024,0.058828926,0.321878941,12.52409577,28.99438501,86,884,192246,793896,8,,,,,
2422,8,8,512,0.022433184,0.661928119,6.350706839,12.46020765,507,418,758479,110996,8,,,,,
2423,8,8,128,0.133249607,0.801033027,2.641372028,22.66128589,731,955,182418,102656,8,,,,,
2424,4,4,1024,0.274857853,0.655467306,13.08569767,4.961599247,381,250,550150,485461,8,,,,,
2425,4,16,1024,0.139915753,0.070190346,14.62099173,13.73275974,581,660,663824,154464,4,,,,,
2426,8,16,512,0.290829618,0.519932985,16.6967029,14.79840656,352,891,749250,556364,4,,,,,
2427,8,8,256,0.268483513,0.36313409,8.26589121,27.01379703,884,322,223466,265768,4,,,,,
2428,8,8,16,0.314535752,0.571197961,1.698293853,18.36900538,182,325,21962,783666,8,,,,,
2429,2,16,1024,0.159174141,0.23663551,15.19033328,24.52228569,73,317,773319,334266,4,,,,,
2430,4,2,128,0.042223057,0.821430986,18.2707214,17.23780873,868,165,759437,890696,2,,,,,
2431,8,16,64,0.356955929,0.202196837,1.221751116,9.491034843,850,1015,150371,437157,8,,,,,
2432,8,8,128,0.294325649,0.104965667,19.39426613,15.80786613,374,960,350322,668555,2,,,,,
2433,4,2,16,0.317550982,0.258372525,6.980557769,18.15769095,525,1018,554855,836669,8,,,,,
2434,8,16,32,0.286712322,0.695659916,17.75195328,10.2914698,909,933,568628,532039,2,,,,,
2435,8,16,16,0.151163899,0.048430625,8.792695591,12.1445943,254,720,195654,866541,4,,,,,
2436,4,4,256,0.120193777,0.572472764,15.9759859,12.35194947,302,755,764834,62815,8,,,,,
2437,8,2,128,0.208099333,0.124025034,9.219004154,15.00998105,96,714,295551,151257,2,,,,,
2438,8,4,1024,0.048299887,0.666200426,16.62464553,15.87836013,805,31,88992,710216,6,,,,,
2439,2,4,512,0.276124059,0.094656362,11.59075216,23.8944425,719,666,821535,710252,4,,,,,
2440,2,16,16,0.03605848,0.639914835,20.62430089,25.06555818,661,473,15130,755932,2,,,,,
2441,8,2,128,0.132739227,0.121557357,11.06404592,15.92048992,46,879,689353,865021,6,,,,,
2442,8,4,512,0.263875987,0.071487735,17.37236107,30.33369328,339,580,103301,175530,8,,,,,
2443,4,2,32,0.390597905,0.84117221,4.824356595,27.23731299,283,640,613869,515737,6,,,,,
2444,8,16,1024,0.226230082,0.455648785,5.955332154,28.60708692,50,945,532933,878424,4,,,,,
2445,8,8,128,0.077244584,0.213810953,7.197408872,3.263631438,628,970,294333,387452,4,,,,,
2446,2,8,64,0.135905427,0.312038168,8.050984012,3.65042606,428,922,490556,947249,4,,,,,
2447,4,8,256,0.381569149,0.690115548,17.43657247,29.0312687,615,884,201847,666500,2,,,,,
2448,4,8,128,0.135606957,0.126533397,8.573241469,16.05805121,378,267,464101,475154,6,,,,,
2449,8,16,512,0.264766226,0.0423485,2.0649794,22.53185751,490,736,275556,742452,8,,,,,
2450,8,2,1024,0.116847834,0.840775535,18.63375216,11.06789106,143,819,436695,384252,2,,,,,
2451,8,16,16,0.055997661,0.57783376,11.35240217,22.28528131,199,178,66927,711011,2,,,,,
2452,8,16,64,0.175414035,0.859879192,1.067651441,2.921720881,875,611,635251,85073,4,,,,,
2453,2,8,16,0.313080935,0.552939885,19.1066995,25.96017104,71,244,238145,537289,6,,,,,
2454,8,8,512,0.398922658,0.55900957,9.097811665,21.91895214,283,553,466852,439567,2,,,,,
2455,4,16,1024,0.191389559,0.158399101,13.18317329,24.99624914,335,244,706371,495531,6,,,,,
2456,4,16,256,0.101684426,0.223237639,7.111427221,4.514528029,173,959,496274,224193,2,,,,,
2457,8,4,1024,0.117111805,0.422019286,19.62049498,9.729002369,347,369,184380,472385,8,,,,,
2458,4,2,64,0.330910461,0.256150491,5.320520712,24.40821113,649,381,152267,431922,2,,,,,
2459,2,16,256,0.041436333,0.173573377,9.791164391,19.93700306,739,554,32416,790279,8,,,,,
2460,2,8,64,0.247089386,0.877419691,19.52585887,9.176154937,827,954,668888,887739,6,,,,,
2461,8,2,128,0.224305877,0.670090067,8.97518103,30.32216149,500,496,445762,950379,4,,,,,
2462,4,8,1024,0.132554394,0.09104057,20.53393224,4.273573291,668,362,566958,147901,6,,,,,
2463,8,8,512,0.385349416,0.088690897,19.22625908,11.86501333,624,475,24513,810491,4,,,,,
2464,2,2,64,0.211575605,0.323118783,1.942866758,13.80742779,714,214,425860,710984,2,,,,,
2465,2,16,64,0.146071427,0.231634084,5.431149307,22.84806459,552,888,700888,670967,2,,,,,
2466,2,4,256,0.176852895,0.37045091,12.3749247,30.13656188,670,235,66291,728704,6,,,,,
2467,8,4,32,0.284038658,0.585833001,13.6062295,30.00698051,815,289,226559,138323,8,,,,,
2468,2,8,32,0.100756818,0.039532082,15.3856302,23.95579746,639,724,606822,311802,2,,,,,
2469,2,4,32,0.399264138,0.079957631,20.85073769,22.3816242,580,673,132097,81459,4,,,,,
2470,4,16,1024,0.327874416,0.545915591,15.03032934,8.133373348,655,837,411546,184079,4,,,,,
2471,4,8,128,0.014091742,0.669807507,1.808087185,2.337990754,174,890,702250,531517,4,,,,,
2472,2,2,128,0.176170154,0.321663334,16.96490458,20.39631615,123,565,484480,927531,2,,,,,
2473,8,16,1024,0.234960389,0.03884035,10.4834676,17.16385279,726,836,358597,49250,4,,,,,
2474,2,16,16,0.327828766,0.834530373,11.61646299,24.25423359,278,397,295846,307564,4,,,,,
2475,8,8,32,0.165932748,0.21145456,8.551219507,19.80112675,310,1039,359772,190331,6,,,,,
2476,2,8,128,0.150363637,0.327336264,11.12443924,16.6470092,790,626,501548,966007,6,,,,,
2477,2,16,1024,0.273104741,0.066908493,9.933997911,7.498844531,742,458,531044,317393,2,,,,,
2478,4,4,512,0.240894131,0.543978551,17.80129492,21.891192,749,71,810141,715299,4,,,,,
2479,8,2,512,0.360542186,0.053700965,17.99496879,28.95737971,354,194,159904,518341,4,,,,,
2480,4,4,64,0.248937942,0.478117964,11.57919568,27.10631916,874,148,522966,903994,4,,,,,
2481,4,8,64,0.015835184,0.608640989,16.802078,12.84593948,50,529,458526,738648,8,,,,,
2482,4,8,128,0.230432201,0.632826704,2.888149847,26.34041817,79,628,756787,8635,2,,,,,
2483,2,4,16,0.014300037,0.876112684,11.85602474,1.29121661,176,72,754566,409687,4,,,,,
2484,8,2,64,0.207396841,0.260417541,15.2986727,8.146805966,128,864,128268,40361,6,,,,,
2485,8,2,32,0.197507344,0.08678028,3.505640231,4.11918483,803,639,448698,260406,2,,,,,
2486,2,16,16,0.028753309,0.226094161,10.97409995,19.53433869,558,714,363080,384148,6,,,,,
2487,4,16,512,0.063844906,0.296416753,16.22397867,8.576599107,371,509,716020,660910,6,,,,,
2488,8,16,16,0.341245034,0.784544231,14.94835192,1.407331375,327,580,777195,690864,2,,,,,
2489,8,8,32,0.157521512,0.244792965,12.39388203,23.42805243,636,175,510855,755099,8,,,,,
2490,2,8,1024,0.227377625,0.218573794,7.96731562,22.0218437,91,695,294025,81713,2,,,,,
2491,2,16,16,0.16484139,0.587942488,16.83305109,1.568861736,311,796,548860,89378,4,,,,,
2492,2,8,1024,0.241909239,0.841499977,15.4700423,11.68107226,790,342,259148,632517,4,,,,,
2493,4,16,16,0.164546315,0.567093911,3.316515798,3.686492889,535,670,378308,687945,2,,,,,
2494,4,16,512,0.369201826,0.521790813,5.836302204,15.30557092,829,329,341967,790677,2,,,,,
2495,4,2,512,0.036366317,0.315726775,16.11989663,10.88751082,50,663,249621,590950,6,,,,,
2496,4,16,1024,0.16455404,0.206338144,19.98420856,18.82281513,794,299,484030,428170,6,,,,,
2497,4,2,32,0.355475331,0.565885984,15.52503433,9.417611672,503,515,364752,667805,2,,,,,
2498,2,2,128,0.128610283,0.215498493,6.484810902,16.18119088,688,349,147072,541827,8,,,,,
2499,2,16,512,0.302061923,0.5241774,2.060854455,13.28982853,896,282,421784,680677,8,,,,,
2500,2,4,1024,0.089188972,0.386817911,9.853032003,9.118219724,388,74,325921,762200,6,,,,,
2501,2,2,128,0.123588783,0.660396496,9.276090357,3.310581451,614,136,392573,231198,8,,,,,
2502,4,16,256,0.315303677,0.774148891,9.014297505,1.515951481,115,74,350427,570411,2,,,,,
2503,2,8,256,0.315904373,0.719735029,9.029408402,18.82702695,662,267,47357,536330,8,,,,,
2504,8,4,256,0.165513601,0.404099437,10.35511231,6.55643347,284,769,198042,826879,4,,,,,
2505,8,8,128,0.110753638,0.676635813,19.03325681,21.81814401,365,95,565646,300477,2,,,,,
2506,2,4,512,0.354280382,0.897633614,5.163486467,6.188049885,441,546,430121,617664,2,,,,,
2507,2,16,256,0.388637409,0.692811658,2.79027238,7.397612413,678,543,144290,781176,8,,,,,
2508,8,4,1024,0.064916125,0.658478935,15.14055325,5.882089536,742,433,330723,140824,6,,,,,
2509,4,8,1024,0.327907491,0.719079066,10.97172151,8.190696211,612,314,1888,890632,6,,,,,
2510,8,4,16,0.09791872,0.190057025,7.464958401,11.0332764,566,941,244215,351976,6,,,,,
2511,8,8,1024,0.037887632,0.558347577,3.07065278,1.965612378,523,686,798451,116662,6,,,,,
2512,4,4,256,0.061400206,0.178529717,17.4142135,5.972758665,576,584,521120,257472,8,,,,,
2513,4,4,512,0.138501614,0.80940215,3.111297134,15.11888147,453,708,504911,703608,8,,,,,
2514,4,16,64,0.218236353,0.33820995,19.18099229,24.65382932,877,867,382852,678141,8,,,,,
2515,2,16,1024,0.313781247,0.831667858,21.00633407,9.442640337,589,609,556945,692372,2,,,,,
2516,2,16,32,0.340730275,0.748818376,13.34413165,5.930682327,177,261,428739,6833,4,,,,,
2517,2,4,128,0.301550871,0.270329355,17.90121764,6.249901643,699,856,748107,254457,4,,,,,
2518,8,16,16,0.276756436,0.169231871,19.23342281,15.596821,782,1004,704699,893054,2,,,,,
2519,8,4,64,0.357813262,0.655365985,1.153364388,23.081121,78,308,165660,623478,4,,,,,
2520,2,16,1024,0.09330456,0.287420696,4.999272618,17.61768407,586,692,180533,109963,2,,,,,
2521,4,16,512,0.285385678,0.469634518,21.12855359,24.22038557,785,532,618237,816019,8,,,,,
2522,4,16,256,0.380975564,0.088290858,3.274881187,8.348643504,724,123,311344,669008,2,,,,,
2523,4,8,1024,0.297863189,0.173415567,4.245265666,7.423430622,744,182,343193,599696,2,,,,,
2524,2,2,128,0.209463032,0.333928131,1.083163423,28.72251012,741,429,54229,559028,6,,,,,
2525,8,2,1024,0.224872524,0.044950146,7.795692518,22.29079718,83,797,802521,642198,8,,,,,
2526,8,4,16,0.078734548,0.182375689,6.960364288,5.28422405,904,341,459478,398799,6,,,,,
2527,2,8,128,0.255597007,0.199308234,4.867778127,17.20936765,193,75,602045,982461,6,,,,,
2528,4,2,128,0.130089817,0.080568167,17.97452722,16.58050977,731,1027,805701,622397,6,,,,,
2529,2,2,16,0.337388561,0.229148454,9.951585227,13.16260484,499,312,452650,429307,6,,,,,
2530,2,16,256,0.104474976,0.37456987,2.108973637,11.14192952,561,587,389418,680502,4,,,,,
2531,4,4,64,0.236985394,0.570413866,2.846678712,19.3647246,75,34,569097,259591,8,,,,,
2532,2,8,128,0.145354449,0.556658343,2.791907595,17.86178558,769,681,226791,319603,2,,,,,
2533,2,8,16,0.252192914,0.578396847,20.93074231,8.259412533,780,313,363397,372340,2,,,,,
2534,2,4,512,0.062720864,0.681361434,19.90404812,9.536332268,585,1012,91477,844571,4,,,,,
2535,4,4,128,0.29282329,0.833715519,18.65119543,2.460787248,826,392,700241,704938,2,,,,,
2536,8,16,512,0.142322062,0.721667621,13.24593287,24.49130372,348,744,473871,90061,4,,,,,
2537,2,16,1024,0.320282108,0.825369504,12.53293794,9.950393242,291,352,652031,198200,8,,,,,
2538,4,2,256,0.391832853,0.04441543,18.28654576,1.592329195,664,667,396746,560901,2,,,,,
2539,4,2,1024,0.233812927,0.644973104,21.32953208,28.55575022,164,37,703744,318506,6,,,,,
2540,4,2,512,0.314903428,0.461492842,16.56240454,14.70597557,726,69,607165,566516,4,,,,,
2541,8,8,64,0.365080027,0.533951449,18.6899608,20.25378653,300,621,395971,427615,6,,,,,
2542,8,2,1024,0.257243704,0.879064393,19.77910256,23.47525185,211,560,6499,853185,8,,,,,
2543,4,16,64,0.335745341,0.336709769,8.371812873,30.25398525,737,692,218192,126612,4,,,,,
2544,8,4,256,0.095681167,0.524852491,20.40143118,27.17901366,632,848,781314,940261,2,,,,,
2545,8,8,64,0.358271813,0.086008222,16.64887294,22.85533373,780,120,86295,298666,2,,,,,
2546,2,2,64,0.011374148,0.356573088,16.00721525,1.307062322,896,128,178377,313465,6,,,,,
2547,4,8,256,0.074379219,0.303212273,6.286446029,3.764561346,74,433,7009,710556,8,,,,,
2548,8,8,128,0.056685802,0.730341699,1.113856265,7.815912094,476,325,126961,626482,8,,,,,
2549,8,2,1024,0.047558105,0.318983723,10.00327972,15.83035804,275,1043,814863,116819,6,,,,,
2550,8,4,128,0.239419663,0.246073052,4.816593787,27.96424718,161,493,731396,159874,2,,,,,
2551,2,2,512,0.026419893,0.346904357,11.27480399,7.373039661,868,240,619652,862990,8,,,,,
2552,4,4,512,0.270969497,0.895931496,13.99461798,29.63243187,171,303,206467,760953,4,,,,,
2553,4,2,512,0.363517862,0.547832906,17.28310242,4.422600343,910,1017,138099,232894,6,,,,,
2554,4,4,1024,0.19866765,0.634665858,12.6285935,6.145615928,488,1023,637486,29530,8,,,,,
2555,4,8,16,0.213793603,0.497747949,17.42155716,28.17917398,904,768,586692,645527,2,,,,,
2556,8,16,128,0.222239511,0.803503626,13.38243154,17.57457362,138,1009,750353,633155,4,,,,,
2557,4,4,1024,0.140527654,0.505980846,20.70652541,6.031210069,689,808,197889,404708,6,,,,,
2558,4,8,512,0.348214008,0.796380285,8.177771337,15.98135982,784,269,57530,230715,8,,,,,
2559,8,4,256,0.249681828,0.079193171,14.9008231,16.91692268,699,679,192339,493723,4,,,,,
2560,8,4,16,0.114280337,0.619305173,15.60046746,6.984868936,542,129,564600,764775,8,,,,,
2561,2,2,128,0.276200782,0.208269689,21.32581196,25.68894542,253,291,346147,116417,6,,,,,
2562,8,16,32,0.290519402,0.514522097,15.95930036,29.84149719,530,109,260791,71779,6,,,,,
2563,8,4,128,0.074746649,0.612094695,2.671231394,10.20991523,821,500,449514,406044,4,,,,,
2564,4,8,128,0.101231984,0.635050299,5.994133819,11.75540534,571,849,406840,16552,6,,,,,
2565,2,8,256,0.30233238,0.530792185,13.4858858,26.84713148,244,480,322559,648938,2,,,,,
2566,8,4,64,0.222722682,0.648574943,9.447040615,1.342256952,756,413,6799,401264,6,,,,,
2567,2,4,256,0.269265966,0.510217664,11.58145151,23.15049422,313,700,452581,96985,2,,,,,
2568,4,8,16,0.295386966,0.852282706,13.55425788,29.68941265,179,754,583643,671879,6,,,,,
2569,4,8,16,0.309554882,0.581528316,3.222275836,26.70911221,713,215,334882,580378,2,,,,,
2570,4,16,1024,0.350516927,0.063658202,3.933050698,17.2835185,616,1045,594198,151303,4,,,,,
2571,2,16,512,0.215100347,0.324119712,5.65632533,28.79030729,162,657,671988,9107,4,,,,,
2572,2,16,16,0.349372288,0.786207293,3.813439488,12.74613182,623,1016,766013,209405,6,,,,,
2573,4,16,16,0.097616719,0.667037294,17.14264063,23.68434276,505,963,712334,810725,2,,,,,
2574,4,16,16,0.03470158,0.409886551,17.80276538,20.45844954,484,661,617588,594252,8,,,,,
2575,2,8,512,0.321139527,0.879704341,1.53462693,24.14340436,382,977,403146,303230,4,,,,,
2576,2,4,32,0.233636323,0.058767339,19.71110736,29.75416886,857,497,42798,676687,2,,,,,
2577,2,8,512,0.084364099,0.333812641,8.393367273,5.269671363,263,873,103423,485412,6,,,,,
2578,4,8,128,0.193863987,0.420940116,8.351732402,14.03108609,562,833,139083,692369,2,,,,,
2579,2,4,32,0.112216641,0.521490721,13.15645955,4.508193777,40,328,796475,841484,4,,,,,
2580,2,8,512,0.022238198,0.081357313,16.73961062,25.94466236,758,1017,535117,51518,4,,,,,
2581,2,4,128,0.141617856,0.3808256,13.61387577,12.10604017,764,491,287279,999456,2,,,,,
2582,4,2,128,0.267515108,0.290100574,14.75982706,29.0814506,824,335,512338,887703,8,,,,,
2583,2,4,128,0.250525306,0.532727648,18.36440028,26.45466393,414,822,261634,165855,4,,,,,
2584,2,4,256,0.167314455,0.876840205,15.02689735,11.92436795,868,46,237462,37326,2,,,,,
2585,4,4,64,0.274971426,0.789862359,10.70242206,25.79658438,208,283,563079,908146,2,,,,,
2586,4,2,256,0.392089853,0.401553702,6.546680253,4.575020956,776,220,550098,826566,8,,,,,
2587,4,8,16,0.171894505,0.739813478,21.25780643,10.2161968,302,238,669705,4617,2,,,,,
2588,8,4,16,0.244611928,0.653962649,21.19622052,27.75423489,110,764,582299,566702,8,,,,,
2589,4,8,1024,0.100383165,0.160084535,3.422444671,27.08527376,200,103,306858,395183,2,,,,,
2590,4,4,16,0.044432523,0.514158084,3.539552773,9.204557052,156,129,769357,25278,4,,,,,
2591,4,2,32,0.214587525,0.663471854,5.194390493,24.28443626,657,144,506132,894840,2,,,,,
2592,8,8,128,0.062051497,0.747322551,18.16846098,1.769077466,726,109,733407,816750,2,,,,,
2593,4,16,16,0.138110992,0.525295702,3.685495658,20.50218821,307,601,505973,406184,2,,,,,
2594,2,16,512,0.147481285,0.150670197,16.82919273,2.372138184,552,408,18960,72880,8,,,,,
2595,2,2,64,0.151218941,0.775440276,3.143596055,18.6431968,804,944,551336,839561,6,,,,,
2596,4,16,512,0.019733934,0.0717914,16.47511401,6.781338428,40,683,812300,989274,4,,,,,
2597,4,8,1024,0.208979574,0.297358187,1.142958541,21.48383086,460,842,432744,538071,2,,,,,
2598,2,2,64,0.396440315,0.711622036,2.758922534,12.98344864,541,944,378731,431465,6,,,,,
2599,4,16,16,0.235232353,0.801658473,11.80387126,13.48567777,671,644,112464,901282,4,,,,,
2600,4,4,16,0.338028036,0.371730089,17.18936647,1.775432526,98,265,593099,802948,8,,,,,
2601,2,4,32,0.347591438,0.270871107,1.59358633,22.36396173,287,298,739356,354876,8,,,,,
2602,8,16,32,0.135785533,0.221485756,17.04783906,8.488706092,810,703,262133,158094,2,,,,,
2603,4,2,512,0.079877983,0.806919028,7.985787227,15.28788649,196,318,453679,2609,2,,,,,
2604,2,2,1024,0.045670749,0.250986663,12.53305222,6.311511288,269,645,320840,370330,4,,,,,
2605,8,8,64,0.311074033,0.651537544,20.95126965,12.02860678,187,436,714473,286473,6,,,,,
2606,8,16,128,0.20884547,0.797115929,11.95329955,8.659529266,381,898,403652,886275,6,,,,,
2607,8,2,1024,0.290578953,0.793461725,3.962549002,21.10182391,152,868,191431,544603,8,,,,,
2608,8,16,64,0.294919491,0.294660355,12.0291931,6.314729333,183,430,288133,693698,6,,,,,
2609,4,4,512,0.128545648,0.854765616,12.09331961,19.93933079,47,124,207603,346247,4,,,,,
2610,4,8,128,0.132935317,0.751320771,20.00924638,11.1618991,812,205,100200,374931,4,,,,,
2611,2,16,256,0.286865617,0.67753579,11.36148186,10.72076881,249,184,622502,932850,8,,,,,
2612,2,4,512,0.054602861,0.553383033,9.718244955,6.335435822,265,386,323146,945732,2,,,,,
2613,2,2,512,0.050220388,0.140502236,3.358223564,16.01343029,228,977,409382,200719,8,,,,,
2614,4,16,256,0.263955299,0.493760083,13.68698255,6.569990674,146,959,319666,755909,4,,,,,
2615,8,8,128,0.095025373,0.597233577,9.162888262,14.96549867,304,100,339692,688584,6,,,,,
2616,8,4,64,0.036421232,0.598985788,1.447754154,15.48321067,172,714,769814,632302,4,,,,,
2617,4,4,16,0.382358046,0.715002083,3.481218031,17.46715726,885,998,793730,849804,2,,,,,
2618,2,8,128,0.370832529,0.101872906,7.712778526,17.99455782,880,357,460104,945223,2,,,,,
2619,4,2,512,0.255682522,0.672313631,13.06742579,17.46162125,850,696,578829,26522,2,,,,,
2620,2,2,16,0.255503573,0.274329317,18.74063716,24.54274612,480,247,778886,523084,6,,,,,
2621,4,16,16,0.331338458,0.798123763,19.58669061,20.86411431,264,431,340049,947973,4,,,,,
2622,2,16,256,0.09481937,0.875943215,11.57514415,28.75083039,610,820,605977,916210,4,,,,,
2623,2,4,64,0.397421066,0.386754733,12.05825843,26.55212482,378,677,248246,274264,2,,,,,
2624,2,4,128,0.06859086,0.412751989,17.74748468,13.86681799,139,113,287144,707001,4,,,,,
2625,4,2,32,0.125980472,0.458426542,10.32109286,4.759306056,537,589,347423,354548,2,,,,,
2626,8,16,16,0.044574957,0.692260831,7.353638393,11.89799443,657,718,641814,570914,2,,,,,
2627,8,2,16,0.319812001,0.112614031,21.03015252,14.13815476,346,520,773118,990644,6,,,,,
2628,8,16,128,0.107830997,0.281880331,11.28073249,6.859713005,31,736,32637,81813,4,,,,,
2629,4,16,16,0.065921545,0.458515973,1.153072212,28.7567451,337,556,501894,682521,4,,,,,
2630,4,8,64,0.190697263,0.509578405,18.27378717,10.19546934,397,671,259152,188420,8,,,,,
2631,2,2,16,0.128134935,0.03213081,18.73069191,18.82547801,791,416,389486,958834,4,,,,,
2632,4,16,64,0.073859746,0.30117144,16.85080312,21.30341293,53,902,367717,692018,6,,,,,
2633,8,8,64,0.093764751,0.18264044,2.432247001,3.781441433,146,908,54429,168468,6,,,,,
2634,8,4,512,0.039327641,0.406158004,18.93574393,25.62127417,706,40,414629,132331,4,,,,,
2635,4,8,256,0.161283848,0.124994294,10.00951732,1.724846123,441,773,376660,99423,4,,,,,
2636,4,2,256,0.340006114,0.497663838,18.77063958,9.119438799,807,240,655535,415458,4,,,,,
2637,4,16,512,0.262154366,0.152568323,19.13554985,16.16596626,343,968,765328,158578,4,,,,,
2638,8,4,16,0.347955797,0.233169231,2.477112478,11.89082459,888,353,154488,502103,4,,,,,
2639,8,16,64,0.340706679,0.085766642,16.52050273,11.59606047,535,705,512505,686734,4,,,,,
2640,8,16,32,0.026812291,0.576368106,9.777855523,13.18954698,225,150,633668,378368,8,,,,,
2641,8,8,32,0.354464418,0.591241256,7.780315138,14.42999052,876,82,818961,21179,6,,,,,
2642,4,8,512,0.144863105,0.597985017,1.591313195,7.765012127,739,785,338622,597339,2,,,,,
2643,2,8,64,0.37466177,0.614762638,10.18784146,16.29569038,234,356,331312,202235,6,,,,,
2644,4,2,16,0.327716427,0.26311404,7.307847449,1.095174578,677,839,570696,495673,6,,,,,
2645,2,4,64,0.266535661,0.137467258,7.262040409,22.69731915,559,1004,266960,326567,8,,,,,
2646,2,8,128,0.307640843,0.380022524,10.09024682,10.65206936,646,285,717612,694172,4,,,,,
2647,4,16,128,0.160351753,0.604378485,6.049425473,24.38331083,880,533,618843,892065,6,,,,,
2648,8,16,64,0.319337832,0.728774872,21.29246734,30.59168603,88,827,51754,15313,2,,,,,
2649,2,16,512,0.011496391,0.806690843,14.01420275,3.484262764,560,165,20849,704399,6,,,,,
2650,4,2,256,0.397001271,0.641947516,5.048093117,9.154729033,121,849,276452,275825,6,,,,,
2651,8,2,32,0.163851302,0.26759921,17.13960932,18.18488844,336,794,135372,222039,8,,,,,
2652,8,4,16,0.330149055,0.882759796,3.719083918,6.300965276,686,836,215131,215758,6,,,,,
2653,2,2,64,0.124588584,0.09141696,8.06661022,15.11428963,632,422,404506,229825,6,,,,,
2654,4,8,64,0.247737079,0.106296112,11.87415852,24.9685471,439,750,161361,215131,4,,,,,
2655,4,16,128,0.268024713,0.374056091,20.17414016,2.435439639,728,306,585430,93162,8,,,,,
2656,8,16,64,0.274850381,0.829524955,20.32859358,9.460617205,301,82,208647,938094,8,,,,,
2657,2,8,16,0.087713496,0.367986453,12.90888087,25.07826083,59,372,155891,331476,8,,,,,
2658,4,8,128,0.246208843,0.879929274,6.147192054,23.35950143,224,187,2431,994599,2,,,,,
2659,4,16,256,0.153914817,0.462540444,2.209792314,20.49568792,84,527,622146,832715,8,,,,,
2660,8,2,512,0.244125425,0.215097537,13.70895823,2.471573886,282,666,749065,999446,8,,,,,
2661,4,16,64,0.387243961,0.319272009,20.74804204,1.701461618,834,516,102547,583698,4,,,,,
2662,4,2,512,0.180680052,0.754092294,15.66573403,29.50043572,160,504,218539,627393,8,,,,,
2663,2,16,128,0.242346345,0.784068216,21.32600172,2.375570493,481,1021,87012,693788,8,,,,,
2664,2,16,128,0.344734309,0.227872006,6.843395723,8.563184712,118,616,240537,393641,8,,,,,
2665,4,2,128,0.192715645,0.75668591,11.75933839,16.93920916,671,56,556251,347479,2,,,,,
2666,4,4,512,0.22699073,0.399403089,14.51754455,17.97173315,632,85,821976,761239,4,,,,,
2667,4,8,64,0.065057461,0.572384215,17.55405637,6.043847992,850,822,135916,276298,4,,,,,
2668,4,4,128,0.296600065,0.36913337,9.738491592,17.30424534,589,524,568718,248924,6,,,,,
2669,4,8,64,0.356170027,0.167933756,19.02609969,23.25927426,127,141,255506,347134,6,,,,,
2670,8,8,32,0.169228951,0.27306314,12.49700306,22.44685394,136,357,99788,593811,2,,,,,
2671,8,4,1024,0.091283528,0.810250941,1.66172261,29.0784425,880,557,133318,872417,8,,,,,
2672,4,8,16,0.35702867,0.520308166,1.287622532,6.435161684,916,339,463025,651007,8,,,,,
2673,8,16,128,0.081172527,0.88568117,2.526687877,20.69589255,203,690,606407,106091,6,,,,,
2674,4,8,16,0.278797158,0.555172219,13.75838578,2.397406361,529,215,197918,168616,8,,,,,
2675,4,2,1024,0.029227099,0.845940027,21.17341765,15.22985977,735,185,78692,262267,8,,,,,
2676,4,4,1024,0.342996935,0.572805718,17.86124232,25.53675152,668,353,513314,689098,2,,,,,
2677,4,8,1024,0.045315227,0.785297243,14.53777203,12.79333201,105,641,460294,495875,8,,,,,
2678,4,4,128,0.15921807,0.566057038,20.53200945,28.1150137,85,764,30075,977163,6,,,,,
2679,4,4,128,0.321586478,0.527181984,11.141829,3.264494851,425,264,621698,557643,4,,,,,
2680,4,16,64,0.259348672,0.503064599,7.351389009,13.60935235,335,391,265850,284230,2,,,,,
2681,4,4,64,0.230057371,0.20011784,8.153673967,3.275162278,322,712,43156,845955,8,,,,,
2682,2,2,1024,0.361519296,0.859165401,15.79342919,7.097814812,98,286,372920,278516,4,,,,,
2683,4,8,64,0.100489156,0.48959717,10.50817767,11.45675932,864,54,250223,815015,2,,,,,
2684,8,8,512,0.213331161,0.41731978,13.08838382,16.37968235,584,350,709485,10736,8,,,,,
2685,4,2,512,0.305585532,0.707976783,14.12765374,13.98983724,703,758,703231,563684,6,,,,,
2686,2,4,512,0.340888469,0.690179666,7.513570299,2.919000197,778,233,127844,356573,2,,,,,
2687,4,16,32,0.027298086,0.308312635,6.672342326,23.96365991,173,530,439490,296797,8,,,,,
2688,2,4,32,0.100732386,0.654058746,18.36064699,23.82579491,595,780,746672,483320,6,,,,,
2689,2,8,16,0.146640574,0.176936717,9.186193059,11.24404973,875,296,209500,904479,4,,,,,
2690,8,2,64,0.202873506,0.035904427,7.448756955,19.63040966,245,551,644457,260511,6,,,,,
2691,8,2,32,0.036039186,0.588201976,19.41857365,4.508855071,569,804,123522,373647,2,,,,,
2692,4,8,256,0.064715663,0.178052929,18.38055878,26.08986251,630,654,743904,447005,2,,,,,
