Entry No.,CPU Cores,Memory,Bandwidth,Hour1,Hour2,Day Start,Day End,Month Start,Month End,Year Start,Year End,Instances,,,,,
5374,8,2,1024,0.133789291,0.43500812,17.76045483,19.25643789,661,599,122648,622921,6,,,,,
5375,4,2,128,0.16795834,0.211633339,3.445935101,29.10404953,800,157,521922,627422,8,,,,,
5376,8,2,64,0.350048997,0.127660451,15.16441595,27.98092354,201,910,423234,643322,4,,,,,
5377,4,2,16,0.090064307,0.695921492,11.39291967,27.38178586,290,415,598987,998560,8,,,,,
5378,4,8,512,0.284788182,0.690320624,10.4206969,19.45913032,198,654,511372,905490,4,,,,,
5379,8,16,16,0.391661066,0.143831787,7.529818806,14.45652199,787,393,458876,578422,6,,,,,
5380,8,8,32,0.338181702,0.594157647,17.96920371,30.34014971,596,543,286136,800260,6,,,,,
5381,4,16,32,0.273990301,0.552645062,1.284629945,14.33451094,697,454,803099,607419,8,,,,,
5382,8,2,16,0.221371938,0.601894166,16.55541602,15.61101772,216,370,794353,466943,4,,,,,
5383,8,2,1024,0.163758605,0.880964555,9.856557565,30.33462417,348,756,63495,566091,8,,,,,
5384,8,4,256,0.11829171,0.863706163,5.666084536,13.79128614,326,806,508414,204769,8,,,,,
5385,4,2,1024,0.09948811,0.77839409,5.713691532,26.9694171,206,1011,7632,822627,2,,,,,
5386,8,2,256,0.246765352,0.517321038,13.75048064,9.529180064,750,78,318326,400711,6,,,,,
5387,2,4,128,0.052218594,0.544873734,9.407607453,26.5236329,822,327,754501,810430,4,,,,,
5388,2,8,32,0.152031862,0.093835327,7.162625679,30.12348106,660,930,410030,848844,4,,,,,
5389,8,2,256,0.340642664,0.782293906,16.90732136,27.47442051,802,52,729892,541500,4,,,,,
5390,8,2,128,0.040418672,0.795772578,8.560961697,20.92085392,664,614,449480,150727,6,,,,,
5391,8,2,256,0.161483201,0.139017447,13.38051579,17.17463951,479,458,635300,903049,8,,,,,
5392,4,8,128,0.10958272,0.117514502,7.972766764,6.032797869,830,87,278478,430170,2,,,,,
5393,4,2,512,0.138796343,0.190711469,6.198440925,5.654441693,764,351,74728,550195,2,,,,,
5394,2,8,16,0.034622914,0.356031636,5.749829975,23.65284981,442,85,471829,268242,6,,,,,
5395,4,16,1024,0.328473031,0.740648023,6.024989896,23.76311969,629,783,260317,587200,4,,,,,
5396,8,4,256,0.109387539,0.215377583,13.14294904,18.32147307,306,936,428402,942404,4,,,,,
5397,4,16,256,0.075509697,0.47130708,19.91615036,24.45902956,72,416,733717,847547,6,,,,,
5398,4,2,512,0.198876926,0.181062297,17.75260819,8.463364889,351,58,775195,819534,4,,,,,
5399,4,2,512,0.306657142,0.50492051,13.34508293,30.39737759,900,1022,665363,562697,6,,,,,
5400,8,4,64,0.205064417,0.796128554,3.524010197,23.48733332,632,710,739353,963935,8,,,,,
5401,8,16,1024,0.301621447,0.457155893,8.349146392,13.75041483,841,80,391821,909147,6,,,,,
5402,2,2,128,0.343941344,0.372862805,9.377529713,22.02331933,529,864,347523,589944,6,,,,,
5403,4,2,256,0.332627727,0.3465462,2.939467038,17.51037049,829,936,545416,874624,4,,,,,
5404,2,2,128,0.024522318,0.065348132,15.1493243,9.754141413,618,988,766129,878224,6,,,,,
5405,4,2,256,0.080011229,0.214159104,16.36094873,16.52409778,898,123,285229,400683,2,,,,,
5406,2,16,512,0.37336827,0.203829384,2.882085547,9.858924932,533,556,252229,757318,8,,,,,
5407,8,16,256,0.326189993,0.592368296,7.289892354,20.19403025,557,786,151023,432076,8,,,,,
5408,4,4,16,0.162523669,0.578711267,8.29418785,27.10804598,116,925,783360,956194,8,,,,,
5409,2,2,32,0.365515245,0.68741215,12.44665356,7.970284723,875,432,440663,264440,4,,,,,
5410,4,4,64,0.323030292,0.657827047,14.88780569,28.65126707,267,361,332628,679307,2,,,,,
5411,4,4,512,0.351154156,0.601928981,14.09851111,19.07358692,404,464,307577,498312,4,,,,,
5412,8,16,32,0.169651419,0.442853431,8.72230351,2.54432343,266,382,701316,199953,6,,,,,
5413,8,8,32,0.165204765,0.746066392,10.92067338,17.4827824,453,815,457688,503070,4,,,,,
5414,4,2,128,0.021512579,0.470603622,5.856620403,5.793658559,797,844,783539,783217,4,,,,,
5415,2,4,1024,0.017224757,0.643495736,13.01074087,22.92594266,701,957,490151,857495,8,,,,,
5416,2,8,32,0.05874474,0.193510606,1.963759983,24.41607837,578,194,621019,176491,4,,,,,
5417,8,16,256,0.122045392,0.062281954,13.53262408,2.267484784,460,513,79425,877178,6,,,,,
5418,2,4,1024,0.149611865,0.165206101,15.21663189,4.910173538,190,869,817614,599305,8,,,,,
5419,2,16,1024,0.153884088,0.207806828,6.190254082,1.514582067,596,738,772999,7012,8,,,,,
5420,8,8,512,0.055235815,0.49075592,7.464143956,25.51288453,99,782,523498,393334,4,,,,,
5421,2,4,1024,0.214450693,0.059625214,12.69346556,21.24313243,416,720,40934,221139,6,,,,,
5422,8,4,256,0.360600789,0.522936888,2.188295197,19.89366895,179,520,787331,846608,2,,,,,
5423,4,8,16,0.283180938,0.808242755,7.770000396,28.97457173,533,219,726445,440487,4,,,,,
5424,4,8,32,0.230928611,0.18733909,6.53455505,14.00913269,358,263,498186,859162,8,,,,,
5425,8,16,32,0.261424498,0.058965022,8.160153222,17.4174679,857,251,200756,770882,8,,,,,
5426,4,8,16,0.291827312,0.603995588,15.58395251,10.65912197,435,649,180112,586932,2,,,,,
5427,8,16,32,0.330447399,0.142118606,4.465379706,1.817338741,619,420,5403,863537,4,,,,,
5428,8,16,256,0.05606914,0.340188923,12.79548542,16.09036949,446,638,163402,490378,2,,,,,
5429,4,8,32,0.153807938,0.605258659,3.918142738,24.65382192,235,728,556690,544947,6,,,,,
5430,4,8,64,0.304624347,0.525572183,14.34454406,5.280782154,599,61,790457,353611,2,,,,,
5431,2,8,64,0.130867537,0.374984384,11.21403775,13.09055801,34,896,648212,300286,8,,,,,
5432,8,2,16,0.078444679,0.670662144,3.275644545,10.93967709,504,226,814385,186816,2,,,,,
5433,4,8,16,0.157183594,0.540007074,12.00961314,4.516706832,891,192,560260,639291,2,,,,,
5434,4,2,512,0.376062301,0.534711459,15.80403253,30.28485633,230,332,731845,369848,6,,,,,
5435,4,4,512,0.34363448,0.701855824,2.870286546,18.06959841,316,841,254253,156185,4,,,,,
5436,4,2,32,0.046185531,0.428642414,5.100312672,11.8496132,830,799,23386,333502,2,,,,,
5437,4,4,16,0.191520802,0.771376293,5.243657346,16.28293425,909,1016,617545,8497,8,,,,,
5438,2,16,64,0.123068201,0.16527692,15.66871065,15.01045967,130,841,464920,558251,8,,,,,
5439,4,8,32,0.096268064,0.756628757,9.16004437,3.143224327,619,324,647228,408389,8,,,,,
5440,8,16,64,0.173816124,0.451215427,17.96602068,9.681944706,92,771,574202,285136,6,,,,,
5441,4,2,64,0.371776972,0.783504168,11.92149372,4.065752414,210,477,502872,888848,8,,,,,
5442,8,2,128,0.264188736,0.666988623,8.800375325,18.07501586,156,244,755252,671119,4,,,,,
5443,2,4,32,0.211680783,0.304939499,14.63415736,11.80245179,390,303,357906,413203,2,,,,,
5444,4,2,256,0.222757934,0.397149415,12.39840563,5.698302412,79,612,278519,713894,2,,,,,
5445,2,8,32,0.271225921,0.476386539,10.53881882,27.545629,299,412,177713,378302,8,,,,,
5446,4,2,128,0.079011804,0.780459874,18.7991366,28.33829431,572,700,99143,355623,4,,,,,
5447,2,8,256,0.140891006,0.655410237,13.80354353,12.44163024,739,89,452941,117881,2,,,,,
5448,4,4,256,0.181231945,0.094115999,11.10539811,1.97754745,88,529,76145,698279,4,,,,,
5449,8,8,256,0.154120495,0.834967913,12.64734132,13.23485113,88,71,720676,223020,2,,,,,
5450,8,4,256,0.109424933,0.065552062,6.77491472,3.036422125,886,406,590832,637440,4,,,,,
5451,8,4,32,0.141230166,0.564914412,12.65537128,2.87897521,905,912,586047,323990,4,,,,,
5452,2,4,128,0.303171394,0.031302317,1.443757119,15.31784917,740,681,157973,357866,8,,,,,
5453,8,4,1024,0.078719646,0.880748269,6.998064354,7.043253827,369,104,167575,545721,4,,,,,
5454,2,4,64,0.282521275,0.490329377,4.754287877,22.04514297,878,536,620129,612627,4,,,,,
5455,2,8,256,0.253589914,0.155456259,1.647263148,20.59393548,360,660,603653,183232,6,,,,,
5456,2,2,32,0.269631643,0.445140948,21.51406992,5.514025265,614,409,627868,316736,4,,,,,
5457,2,16,128,0.209710662,0.591231491,1.07512128,15.97027545,204,114,558331,540368,8,,,,,
5458,4,8,1024,0.384517626,0.617278702,21.40153912,29.81389827,465,373,727056,587189,6,,,,,
5459,4,4,1024,0.142622054,0.543545874,3.96215768,7.188186388,135,62,194632,140887,6,,,,,
5460,4,8,64,0.147146198,0.338595555,18.48972602,1.256037434,690,670,201954,248871,6,,,,,
5461,4,4,128,0.379116957,0.602022525,17.80634233,4.041006297,180,974,309987,846438,6,,,,,
5462,8,4,512,0.024571987,0.507600046,15.07351933,22.71919211,290,115,245314,28346,6,,,,,
5463,8,4,64,0.276235909,0.582152556,19.12861363,6.153972108,727,717,357762,426970,4,,,,,
5464,4,16,512,0.103329167,0.329776385,1.611255396,2.476634911,451,645,590471,944164,8,,,,,
5465,2,16,1024,0.248864116,0.514826375,3.405415811,5.524263643,619,528,710077,565544,4,,,,,
5466,4,2,128,0.209310553,0.497266746,15.66511663,8.696429576,456,538,744878,126193,2,,,,,
5467,2,16,64,0.175238587,0.379690067,16.70570291,2.58743201,83,36,198759,197757,6,,,,,
5468,4,16,16,0.08771387,0.481580792,4.593728785,13.64130491,601,366,696545,929603,6,,,,,
5469,8,4,256,0.399227597,0.765035698,6.526906867,25.07120424,549,597,734095,140184,8,,,,,
5470,2,16,128,0.236421245,0.693841782,6.666201588,11.08461058,30,366,123135,867813,4,,,,,
5471,2,8,128,0.359297513,0.09330374,12.07326823,18.10036936,612,226,382495,169355,4,,,,,
5472,4,4,1024,0.173034174,0.873802777,13.95943412,14.84362756,802,924,729798,763743,8,,,,,
5473,2,2,64,0.282101548,0.57686477,2.108179996,7.756879004,270,328,415808,597556,6,,,,,
5474,8,2,128,0.307014586,0.816779493,17.75473892,29.8104509,889,694,821370,193389,6,,,,,
5475,4,16,16,0.326950563,0.362626351,19.82540652,13.17502581,512,459,241579,879031,8,,,,,
5476,4,4,512,0.303276369,0.346415367,1.257608265,28.82830308,108,503,204418,181688,2,,,,,
5477,4,8,128,0.23975243,0.859738472,14.95730476,19.34026102,541,833,672536,720806,2,,,,,
5478,2,2,1024,0.336546804,0.469215405,4.918438253,13.82789264,95,302,679481,275550,8,,,,,
5479,4,8,256,0.345026687,0.416368062,12.89229325,26.49549457,782,826,388668,637004,8,,,,,
5480,8,8,16,0.141471186,0.11983363,4.645027863,1.737823471,230,605,703818,499254,2,,,,,
5481,4,16,64,0.280103149,0.122708286,13.31213304,18.88882182,892,464,337236,864676,2,,,,,
5482,8,2,16,0.124022913,0.861426035,9.680546186,5.421444922,237,454,296133,699962,8,,,,,
5483,4,4,32,0.137396293,0.13323059,3.615036282,27.10571789,592,615,80342,96314,4,,,,,
5484,2,16,32,0.065206188,0.162023171,3.905691509,6.261703884,56,619,317319,685753,4,,,,,
5485,8,16,256,0.081910056,0.563372203,3.658034957,5.151170271,387,176,275832,174397,8,,,,,
5486,8,16,256,0.265416972,0.573482153,14.82824306,22.10303681,191,664,51959,466182,2,,,,,
5487,4,4,128,0.094041522,0.35127807,4.732671922,27.50907852,600,131,396310,334552,8,,,,,
5488,8,2,16,0.278966867,0.252034652,10.1142421,10.70903768,554,567,380497,51615,2,,,,,
5489,2,16,16,0.242204022,0.328612842,2.690041538,10.38490877,477,364,616310,499497,4,,,,,
5490,2,2,512,0.154611717,0.781498128,2.765443112,17.03478131,329,695,534979,694760,6,,,,,
5491,4,8,32,0.334952551,0.111290851,13.18001254,12.78002362,624,337,731701,233380,8,,,,,
5492,4,4,16,0.07765604,0.486809375,12.47515155,26.52454793,209,401,591147,294349,2,,,,,
5493,4,8,32,0.202859434,0.200453873,21.54340683,3.82445566,146,787,540887,897296,4,,,,,
5494,2,2,512,0.355661416,0.373113686,20.24559188,12.3462964,545,120,729446,667942,8,,,,,
5495,2,4,1024,0.019372961,0.352237928,18.63964528,1.546396541,46,461,599503,244041,6,,,,,
5496,8,2,32,0.220588397,0.441647361,20.22884771,22.6637291,563,230,173829,396350,6,,,,,
5497,4,16,16,0.218746464,0.385072262,1.55894571,27.58523102,640,548,678561,299983,2,,,,,
5498,2,16,1024,0.335307948,0.735400346,15.61262381,7.157162213,153,931,813665,179077,2,,,,,
5499,2,4,512,0.274509167,0.201834219,6.326732378,4.267264373,404,690,304226,159152,8,,,,,
5500,4,4,1024,0.382462428,0.68610568,6.717912574,7.082549139,918,956,751933,111052,2,,,,,
5501,8,8,256,0.355535068,0.851695955,19.10970579,4.725150398,641,676,633535,369197,2,,,,,
5502,4,16,1024,0.239061075,0.318593824,12.85883784,24.86964588,913,603,274854,145706,6,,,,,
5503,8,16,32,0.246821827,0.621514355,19.9489958,25.25076498,548,971,737251,255013,6,,,,,
5504,8,4,64,0.100687547,0.348513357,3.238961307,16.5546945,699,138,611866,644677,4,,,,,
5505,4,16,32,0.119667399,0.29129369,18.75114085,15.23391582,193,550,699050,352497,2,,,,,
5506,4,16,256,0.102885313,0.629297507,11.13730995,28.41519344,145,811,793750,108898,4,,,,,
5507,4,2,32,0.111000426,0.82893925,20.33544658,29.59641422,710,510,177432,554357,6,,,,,
5508,4,2,64,0.204500633,0.309221151,8.893988191,19.07587878,646,226,18574,401799,2,,,,,
5509,8,16,1024,0.321278992,0.480884594,14.94070778,8.660164098,333,232,228690,890050,8,,,,,
5510,2,4,256,0.131765046,0.234976462,17.79163094,15.71630077,314,614,773197,94303,2,,,,,
5511,4,16,32,0.216625481,0.306965193,13.04904933,22.62880694,460,689,449576,6828,4,,,,,
5512,4,4,128,0.345618896,0.126106354,13.69276272,7.601649366,341,161,691629,221095,4,,,,,
5513,4,8,32,0.166411909,0.161365577,15.0979525,28.21622447,678,107,253169,957990,6,,,,,
5514,2,4,128,0.278877588,0.835999198,8.186504045,16.09979589,200,826,617602,7673,8,,,,,
5515,2,2,32,0.039914813,0.193382662,19.78566741,13.57162884,297,764,769109,163962,6,,,,,
5516,8,8,256,0.289536492,0.124973629,21.47205451,10.89632341,592,864,435811,61399,2,,,,,
5517,8,2,1024,0.330467539,0.38209103,12.06574142,9.513165262,288,300,647120,528243,6,,,,,
5518,8,2,32,0.027650243,0.706329136,16.38948571,12.93758696,749,665,34278,208513,6,,,,,
5519,2,16,512,0.290828261,0.368853595,13.95633172,7.0986972,288,1005,287878,222661,4,,,,,
5520,8,4,1024,0.160330629,0.892861637,17.82687482,29.48944666,246,166,329066,100678,6,,,,,
5521,4,8,64,0.359241347,0.490572028,2.723662647,7.557977568,128,602,399151,2759,8,,,,,
5522,2,16,16,0.083312729,0.780341957,8.915903725,27.97533534,201,415,619947,381245,8,,,,,
5523,4,2,64,0.271448949,0.813992532,13.52555722,17.41950352,36,214,510720,859266,8,,,,,
5524,2,16,1024,0.234840044,0.272481534,8.798711659,7.34611315,73,605,180030,755119,4,,,,,
5525,8,16,128,0.201932461,0.577087179,12.44856985,15.15740681,886,239,705442,265756,4,,,,,
5526,2,16,512,0.337534857,0.118180017,10.26221625,19.065636,729,687,279433,977381,2,,,,,
5527,4,4,256,0.322089008,0.669304114,2.018410214,11.64791653,107,942,1577,71111,6,,,,,
5528,2,8,512,0.035822643,0.836766344,2.497348223,9.881612273,248,553,508163,375211,2,,,,,
5529,2,2,128,0.103531372,0.748150436,6.215913361,4.710727535,408,210,610567,519560,4,,,,,
5530,2,2,256,0.152370742,0.175199974,5.670659919,4.105536731,295,571,762008,684724,2,,,,,
5531,2,16,1024,0.13853009,0.1810896,10.60809288,27.2981169,805,485,490826,667671,6,,,,,
5532,2,4,64,0.10510441,0.673294602,19.33537401,12.38170425,101,616,381163,895209,2,,,,,
5533,4,8,16,0.202460649,0.685635034,2.267644731,15.21304115,653,661,369047,487294,4,,,,,
5534,4,2,1024,0.162666141,0.105601813,20.64988367,26.76502365,911,393,37510,567168,2,,,,,
5535,8,4,512,0.349004082,0.17330737,10.33318148,19.01747245,507,603,744060,510751,4,,,,,
5536,2,8,1024,0.015296173,0.148883276,16.81052538,3.764798272,417,246,151012,515812,4,,,,,
5537,8,16,32,0.307075912,0.087064065,14.76363918,30.38128734,558,437,780373,427179,4,,,,,
5538,4,2,1024,0.207299359,0.35321737,7.449379921,19.2273319,69,1001,370379,235818,8,,,,,
5539,4,4,256,0.347153558,0.183623326,19.23506457,21.09086384,777,806,55023,948796,8,,,,,
5540,2,8,1024,0.204525619,0.038673107,10.75716681,17.43642705,206,651,445514,946332,8,,,,,
5541,4,2,512,0.236299778,0.670502965,6.233352479,21.54782643,344,405,812887,520876,8,,,,,
5542,2,8,128,0.245963283,0.867250229,14.68990919,15.64203044,119,538,367799,504735,6,,,,,
5543,8,16,512,0.092905836,0.47860819,13.62938182,16.8799387,275,953,445743,321736,2,,,,,
5544,4,16,16,0.266364117,0.828938399,3.037924541,27.94510829,264,47,209280,895255,2,,,,,
5545,8,16,16,0.251037533,0.406720132,13.15673866,11.10791574,292,280,98887,830717,4,,,,,
5546,2,16,64,0.169103586,0.881340341,16.99639419,21.78491371,258,816,86377,965774,2,,,,,
5547,2,16,512,0.078847309,0.883782837,16.49155308,16.22752072,860,457,597699,304509,4,,,,,
5548,4,16,64,0.229840125,0.523310648,9.981333434,1.600728364,420,161,633916,360046,2,,,,,
5549,4,4,64,0.260696603,0.57717583,17.69140429,21.05634713,109,226,302999,534925,6,,,,,
5550,8,16,16,0.256147298,0.790916586,10.85571921,12.86563983,172,364,356242,493083,6,,,,,
5551,4,8,1024,0.214603257,0.35140441,16.73208585,26.3678579,768,451,603557,570391,6,,,,,
5552,4,2,128,0.37778521,0.485183151,14.50749813,13.92708997,655,780,428263,384948,8,,,,,
5553,8,2,128,0.302744916,0.684569571,4.762235582,1.22523889,756,95,821441,518835,8,,,,,
5554,4,4,512,0.393504939,0.78928936,12.45356579,19.20692205,757,524,79221,77917,4,,,,,
5555,2,2,16,0.20122404,0.432064199,19.16704697,17.29739817,772,960,545239,38451,2,,,,,
5556,8,4,128,0.2761004,0.469019251,5.985008352,11.84211395,785,839,150514,319748,8,,,,,
5557,8,8,128,0.163477424,0.115084009,10.43625528,10.17259173,484,399,564514,386853,4,,,,,
5558,8,2,256,0.37838044,0.305370961,13.77765455,16.92017165,377,729,105429,126510,4,,,,,
5559,8,2,16,0.203963897,0.195510806,12.05495705,24.39657564,699,939,337906,436311,8,,,,,
5560,4,16,512,0.013374788,0.865037789,9.777921536,12.03795521,518,424,615125,428802,6,,,,,
5561,8,2,16,0.099833962,0.560132264,13.47375369,27.07558667,809,1007,304506,226320,6,,,,,
5562,2,4,1024,0.033562093,0.52601447,5.987995444,30.05084615,552,794,614430,419581,4,,,,,
5563,4,4,256,0.03699352,0.178086967,17.13482469,16.42638273,37,945,391668,79600,2,,,,,
5564,2,8,16,0.175232463,0.717268783,9.391149445,30.50304587,453,141,255843,538374,8,,,,,
5565,4,8,512,0.348926372,0.334166021,10.47195689,19.61719349,152,317,691245,284590,6,,,,,
5566,8,8,512,0.042946095,0.805382547,9.504204168,22.67151171,113,393,753341,931944,6,,,,,
5567,4,8,512,0.166258563,0.885555576,2.077761308,12.77509334,572,800,189719,265364,6,,,,,
5568,8,2,128,0.355789273,0.151383883,11.42038528,19.7643732,190,326,776683,370679,4,,,,,
5569,2,4,64,0.27570882,0.439965278,8.909698798,12.4711088,265,43,186463,252178,8,,,,,
5570,8,4,1024,0.082459325,0.129638321,16.08242334,6.819945102,285,558,354230,755671,2,,,,,
5571,8,16,512,0.275212453,0.833662238,20.32482767,18.60279701,123,612,475425,805576,4,,,,,
5572,2,8,512,0.36857456,0.199920737,1.255009745,8.048585912,164,169,72533,728426,6,,,,,
5573,2,16,128,0.276427914,0.529137511,4.862463305,7.54842263,631,441,798557,868770,8,,,,,
5574,2,2,64,0.01916638,0.560637487,5.48391196,14.38494858,819,1008,61440,560257,2,,,,,
5575,4,16,512,0.245383733,0.725993013,18.48662588,6.927782246,758,826,210711,816481,8,,,,,
5576,2,8,256,0.032268739,0.747934108,10.85951471,9.883884961,86,201,155577,549013,8,,,,,
5577,2,16,1024,0.229392067,0.694400327,14.08560885,7.101747239,891,419,148694,968207,2,,,,,
5578,8,4,1024,0.229669467,0.647473246,20.487866,22.32015096,123,327,536527,831769,6,,,,,
5579,8,4,128,0.047551299,0.70104825,4.884482289,5.031232563,821,408,630005,256192,8,,,,,
5580,2,8,512,0.315925542,0.219675162,10.04299449,23.37970362,186,255,208906,420921,8,,,,,
5581,8,4,128,0.196517625,0.117351368,9.627978815,21.11536025,539,627,820771,656947,8,,,,,
5582,8,4,256,0.304218593,0.138141683,18.68361354,1.240480787,157,644,620762,555283,2,,,,,
5583,2,16,64,0.376169957,0.577885648,17.60289626,9.975805843,880,991,701107,804293,2,,,,,
5584,4,4,16,0.102467437,0.204878974,8.971188673,15.25356299,737,541,43381,40155,2,,,,,
5585,8,4,256,0.039449578,0.644687278,4.064351835,26.26526798,435,414,121942,343257,6,,,,,
5586,4,2,512,0.272167908,0.329653796,20.52734921,3.799581493,256,436,243261,152863,4,,,,,
5587,8,4,64,0.376444381,0.610263815,14.03627632,6.897605771,62,1026,299326,111485,2,,,,,
5588,4,4,16,0.341537042,0.291738079,4.928096652,12.73269511,772,30,348244,269431,6,,,,,
5589,8,4,256,0.28205834,0.423643719,10.12864153,27.7292566,552,996,430227,944879,2,,,,,
5590,2,4,128,0.387929603,0.186088964,12.4680476,4.445257836,532,439,436909,670002,6,,,,,
5591,2,8,256,0.163793105,0.445859507,14.32942962,2.900807699,609,589,64265,853947,8,,,,,
5592,4,8,16,0.185753011,0.109073055,4.746853969,24.38749495,586,555,123531,962365,6,,,,,
5593,4,8,1024,0.041105717,0.154038014,16.46756915,26.08017587,842,534,737564,277810,2,,,,,
5594,4,8,1024,0.056286138,0.739914932,19.09148844,3.528925409,603,202,504726,911054,6,,,,,
5595,4,2,512,0.028417314,0.099081794,3.396430631,26.45818525,789,938,495634,411512,2,,,,,
5596,4,4,256,0.281038104,0.560361457,6.695357999,25.05895175,675,558,756617,636370,8,,,,,
5597,8,4,128,0.388611287,0.588547082,15.02373443,30.44422792,49,582,551851,208896,4,,,,,
5598,4,4,256,0.246342233,0.423853184,3.427694954,21.51465739,554,119,437579,110254,6,,,,,
5599,8,8,256,0.132476871,0.735920637,16.91921478,23.09217969,196,958,363657,464978,6,,,,,
5600,8,2,128,0.013372325,0.336961632,20.58185276,2.89569716,236,499,232911,693393,8,,,,,
5601,2,8,128,0.24076646,0.745044119,13.01908995,21.73438328,607,1031,690928,471189,8,,,,,
5602,2,8,256,0.332162869,0.521564925,10.07154165,14.98867283,855,275,408658,810065,6,,,,,
5603,8,8,128,0.23754903,0.219795292,7.843939049,23.65762417,74,905,82427,219444,2,,,,,
5604,8,8,512,0.377953886,0.183559455,20.33347481,5.736719113,563,228,312338,795477,2,,,,,
5605,4,2,1024,0.230907196,0.196383036,4.62576962,21.07530238,279,770,275877,26717,8,,,,,
5606,4,8,32,0.165721885,0.110953821,9.994404202,21.7242865,35,362,175176,206198,4,,,,,
5607,2,4,512,0.14204173,0.655597199,8.218089797,6.740183007,749,114,361304,86807,2,,,,,
5608,4,8,128,0.111502553,0.753478272,12.0275944,9.661632215,774,1008,160717,948908,4,,,,,
5609,2,2,128,0.287442413,0.774771146,2.678349505,22.9537863,527,834,336083,314666,2,,,,,
5610,4,8,128,0.352087415,0.325125987,7.88037802,22.951137,665,403,10636,181938,8,,,,,
5611,4,4,64,0.369129505,0.676125455,2.702996148,8.363957881,766,815,417857,31216,4,,,,,
5612,8,4,16,0.096731124,0.733527335,13.16690408,25.75755609,506,896,696954,796266,6,,,,,
5613,4,8,64,0.281885716,0.337595889,7.228435651,17.9517417,57,582,264106,169676,6,,,,,
5614,8,16,128,0.206295492,0.071079877,16.92089513,20.2109545,266,219,806699,720840,6,,,,,
5615,4,8,128,0.340440017,0.837453161,5.265307316,23.41030887,668,1003,367368,41607,2,,,,,
5616,2,4,256,0.055126995,0.89163333,12.57858954,23.26128869,620,461,334780,185775,2,,,,,
5617,4,16,1024,0.175118273,0.130653934,6.512051393,1.124479576,680,144,421287,694133,2,,,,,
5618,2,2,1024,0.14510631,0.05454027,3.596783913,16.48466944,812,910,723999,714625,6,,,,,
5619,2,2,32,0.277666066,0.431240251,3.003716531,5.453711956,54,809,524933,337721,6,,,,,
5620,8,8,64,0.081524848,0.6582954,20.89233508,6.296528432,568,915,813939,253579,8,,,,,
5621,8,16,16,0.195695682,0.33952753,20.35048985,5.034244007,684,238,656995,238220,6,,,,,
5622,4,2,512,0.25063735,0.107673052,2.016871699,13.51455015,301,219,127058,760947,6,,,,,
5623,2,8,32,0.084641574,0.691758079,16.14661689,19.70881309,177,334,139170,984793,2,,,,,
5624,2,16,16,0.325072995,0.825095464,10.58755083,9.838023998,547,756,643442,288590,8,,,,,
5625,2,8,16,0.094520933,0.123395171,10.70807089,27.92982775,788,1044,399709,211220,6,,,,,
5626,2,16,256,0.320691685,0.821744574,18.11261236,12.44175157,490,313,255300,657779,8,,,,,
5627,8,4,1024,0.329740308,0.68514293,8.404784026,25.64320499,480,891,640235,464052,4,,,,,
5628,8,16,32,0.142815858,0.4047324,15.35328162,29.18617774,572,106,537911,242337,6,,,,,
5629,8,16,16,0.295601894,0.292664961,15.78851862,29.88536875,313,218,543046,885988,6,,,,,
5630,8,16,1024,0.220480618,0.884067851,17.06088567,16.92104329,835,992,474182,672553,2,,,,,
5631,4,16,64,0.272417229,0.237541547,9.904511983,17.83046924,673,277,504810,20546,8,,,,,
5632,4,16,64,0.306505467,0.105953867,4.864135466,1.005020013,439,824,133579,820733,8,,,,,
5633,4,16,16,0.079511416,0.097984248,9.477083496,27.18306625,171,289,582217,388831,2,,,,,
5634,2,8,32,0.078219479,0.804561761,20.2718874,1.146720525,84,822,598121,415695,2,,,,,
5635,4,4,128,0.16752103,0.060290742,1.149460295,11.79644765,762,622,738268,159492,6,,,,,
5636,4,16,16,0.338183062,0.710547855,9.34667459,14.81157231,757,227,371678,587601,8,,,,,
5637,8,16,128,0.07067369,0.553307038,20.48348168,14.26420237,901,869,698339,373300,6,,,,,
5638,8,8,32,0.318717967,0.212695877,8.708254804,5.461822848,101,268,570495,295375,8,,,,,
5639,2,16,512,0.296353405,0.112070047,11.07128364,1.398410251,674,588,309428,852752,2,,,,,
5640,4,2,256,0.34621248,0.751974181,18.39940874,11.42551179,167,1009,163253,41155,4,,,,,
5641,2,16,32,0.247128541,0.32469916,13.2610169,13.33157809,788,886,279948,761963,6,,,,,
5642,4,8,512,0.333385119,0.462566523,11.36000299,13.53740026,388,1041,250493,813189,6,,,,,
5643,4,4,512,0.181441795,0.477062595,4.907195657,24.16026978,74,651,734113,253768,8,,,,,
5644,8,8,128,0.021737175,0.703073383,19.41284862,25.59069196,709,974,141188,713486,8,,,,,
5645,4,2,16,0.197914805,0.791332998,15.61391495,9.099247601,215,91,180931,97990,6,,,,,
5646,8,2,32,0.074630381,0.430232938,4.973506,21.23200352,207,82,753490,258952,6,,,,,
5647,8,8,64,0.06884107,0.466062527,4.101003103,18.40853019,112,153,780604,66280,6,,,,,
5648,4,4,512,0.36164443,0.104331011,9.946831051,18.73538313,252,253,214322,371182,6,,,,,
5649,2,16,128,0.199921846,0.261390127,21.49614572,19.10035863,795,162,343178,52148,2,,,,,
5650,8,4,32,0.043557429,0.532255231,20.52302654,30.45274941,828,887,389433,247707,2,,,,,
